,system,site,lat,lon,datetime,samplecode,datecollect,variable,value,unit,sampledepth_m,groupname,timecollect
368,Lake OH Ivie,IV2,31.492633,-99.694383,8/7/2022 12:05,1192-16,8/7/2022,turbidity,2.55,NTU,0.25,flame,12:05
369,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1063-01,8/7/2022,nh4n,0.00365,mgL-1,0.25,flame,12:18
370,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1064-01,8/7/2022,nh4n,0.00358,mgL-1,0.25,flame,12:18
371,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1065-01,8/7/2022,nh4n,0.00956,mgL-1,0.25,flame,12:18
372,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1065-01,8/7/2022,nh4n,0.01,mgL-1,0.25,flame,12:18
373,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1063-01,8/7/2022,no3n,0.0146,mgL-1,0.25,flame,12:18
374,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1064-01,8/7/2022,no3n,0.0128,mgL-1,0.25,flame,12:18
375,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1065-01,8/7/2022,no3n,0.021,mgL-1,0.25,flame,12:18
376,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1065-01,8/7/2022,no3n,0.0209,mgL-1,0.25,flame,12:18
377,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1063-01,8/7/2022,srp,0.0051,mgL-1,0.25,flame,12:18
378,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1064-01,8/7/2022,srp,0.00526,mgL-1,0.25,flame,12:18
379,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1065-01,8/7/2022,srp,0.0051,mgL-1,0.25,flame,12:18
380,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1065-01,8/7/2022,srp,0.00516,mgL-1,0.25,flame,12:18
381,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,0979-14,8/7/2022,tdn,0.964,mgL-1,0.25,flame,12:18
382,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,0987-14,8/7/2022,tdn,0.997,mgL-1,0.25,flame,12:18
383,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,0988-14,8/7/2022,tdn,0.954,mgL-1,0.25,flame,12:18
384,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,0979-14,8/7/2022,tdp,0.00781,mgL-1,0.25,flame,12:18
385,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,0987-14,8/7/2022,tdp,0.0141,mgL-1,0.25,flame,12:18
386,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,0988-14,8/7/2022,tdp,0.00577,mgL-1,0.25,flame,12:18
387,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1032-02,8/7/2022,tn,0.963,mgL-1,0.25,flame,12:18
388,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1033-02,8/7/2022,tn,0.978,mgL-1,0.25,flame,12:18
389,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1034-02,8/7/2022,tn,0.98,mgL-1,0.25,flame,12:18
390,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1032-02,8/7/2022,tp,0.0301,mgL-1,0.25,flame,12:18
391,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1033-02,8/7/2022,tp,0.0121,mgL-1,0.25,flame,12:18
392,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1033-02,8/7/2022,tp,0.0133,mgL-1,0.25,flame,12:18
393,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1034-02,8/7/2022,tp,0.0177,mgL-1,0.25,flame,12:18
394,Lake OH Ivie,IV3,31.502617,-99.66905,8/7/2022 12:18,1198-16,8/7/2022,turbidity,1.13,NTU,0.25,flame,12:18
395,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1066-01,8/7/2022,nh4n,0.00241,mgL-1,0.25,flame,12:55
396,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1067-01,8/7/2022,nh4n,0.00319,mgL-1,0.25,flame,12:55
397,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1068-01,8/7/2022,nh4n,0.0304,mgL-1,0.25,flame,12:55
398,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1066-01,8/7/2022,no3n,0.009,mgL-1,0.25,flame,12:55
399,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1067-01,8/7/2022,no3n,0.00706,mgL-1,0.25,flame,12:55
400,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1068-01,8/7/2022,no3n,0.011,mgL-1,0.25,flame,12:55
401,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1066-01,8/7/2022,srp,0.00497,mgL-1,0.25,flame,12:55
402,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1067-01,8/7/2022,srp,0.00555,mgL-1,0.25,flame,12:55
403,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1068-01,8/7/2022,srp,0.00512,mgL-1,0.25,flame,12:55
404,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0282-14,8/7/2022,tdn,0.931,mgL-1,0.25,flame,12:55
405,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0284-14,8/7/2022,tdn,1.04,mgL-1,0.25,flame,12:55
406,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0285-14,8/7/2022,tdn,1.04,mgL-1,0.25,flame,12:55
407,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0282-14,8/7/2022,tdp,0.0157,mgL-1,0.25,flame,12:55
408,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0284-14,8/7/2022,tdp,0.0148,mgL-1,0.25,flame,12:55
409,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0285-14,8/7/2022,tdp,0.012,mgL-1,0.25,flame,12:55
410,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0729-04,8/7/2022,tn,1.11,mgL-1,0.25,flame,12:55
411,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0730-04,8/7/2022,tn,0.822,mgL-1,0.25,flame,12:55
412,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0730-04,8/7/2022,tn,0.821,mgL-1,0.25,flame,12:55
413,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0729-04,8/7/2022,tp,0.0131,mgL-1,0.25,flame,12:55
414,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,0730-04,8/7/2022,tp,0.0212,mgL-1,0.25,flame,12:55
415,Lake OH Ivie,IV4,31.58,-99.684533,8/7/2022 12:55,1185-16,8/7/2022,turbidity,2.78,NTU,0.25,flame,12:55
416,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 12:58,1458-98,8/6/2022,chl a,5.14,ugL-1,0.25,flame,12:58
417,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1459-98,8/6/2022,chl a,13.5,ugL-1,0.25,flame,13:26
418,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1460-98,8/6/2022,chl a,6.23,ugL-1,0.25,flame,13:26
419,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1461-98,8/6/2022,chl a,9.36,ugL-1,0.25,flame,13:52
420,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1462-98,8/6/2022,chl a,6.72,ugL-1,0.25,flame,13:52
421,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1463-98,8/6/2022,chl a,4.64,ugL-1,0.25,flame,13:52
422,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1464-98,8/6/2022,chl a,9.67,ugL-1,0.25,flame,14:20
423,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1465-98,8/6/2022,chl a,9.97,ugL-1,0.25,flame,14:20
424,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1466-98,8/6/2022,chl a,9.82,ugL-1,0.25,flame,14:20
425,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1467-98,8/6/2022,chl a,10.2,ugL-1,0.25,flame,15:00
426,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1468-98,8/6/2022,chl a,6.7,ugL-1,0.25,flame,15:00
427,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1469-98,8/6/2022,chl a,11.2,ugL-1,0.25,flame,15:00
428,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1197-16,8/6/2022,afdm,6.3,mg/L,0.25,flame,13:26
429,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1087-01,8/6/2022,nh4n,0.0176,mgL-1,0.25,flame,13:26
430,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1088-01,8/6/2022,nh4n,0.0111,mgL-1,0.25,flame,13:26
431,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1089-01,8/6/2022,nh4n,0.013,mgL-1,0.25,flame,13:26
432,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1089-01,8/6/2022,nh4n,0.0123,mgL-1,0.25,flame,13:26
433,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1087-01,8/6/2022,no3n,0.00633,mgL-1,0.25,flame,13:26
434,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1088-01,8/6/2022,no3n,0.00316,mgL-1,0.25,flame,13:26
435,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1089-01,8/6/2022,no3n,-0.00139,mgL-1,0.25,flame,13:26
436,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1089-01,8/6/2022,no3n,-0.0013,mgL-1,0.25,flame,13:26
437,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1087-01,8/6/2022,srp,0.0085,mgL-1,0.25,flame,13:26
438,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1088-01,8/6/2022,srp,0.00868,mgL-1,0.25,flame,13:26
439,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1089-01,8/6/2022,srp,0.00983,mgL-1,0.25,flame,13:26
440,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1089-01,8/6/2022,srp,0.01,mgL-1,0.25,flame,13:26
441,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1003-01,8/6/2022,tdn,0.625,mgL-1,0.25,flame,13:26
442,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1004-01,8/6/2022,tdn,0.727,mgL-1,0.25,flame,13:26
443,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1005-01,8/6/2022,tdn,0.82,mgL-1,0.25,flame,13:26
444,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1003-01,8/6/2022,tdp,0.0209,mgL-1,0.25,flame,13:26
445,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1004-01,8/6/2022,tdp,0.026,mgL-1,0.25,flame,13:26
446,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1005-01,8/6/2022,tdp,0.0455,mgL-1,0.25,flame,13:26
447,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1041-02,8/6/2022,tn,0.955,mgL-1,0.25,flame,13:26
448,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1042-02,8/6/2022,tn,0.952,mgL-1,0.25,flame,13:26
449,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1042-02,8/6/2022,tn,0.952,mgL-1,0.25,flame,13:26
450,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1043-02,8/6/2022,tn,0.958,mgL-1,0.25,flame,13:26
451,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1041-02,8/6/2022,tp,0.053,mgL-1,0.25,flame,13:26
452,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1042-02,8/6/2022,tp,0.0571,mgL-1,0.25,flame,13:26
453,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1043-02,8/6/2022,tp,0.0509,mgL-1,0.25,flame,13:26
454,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1197-16,8/6/2022,tss,20.3,mg/L,0.25,flame,13:26
455,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1197-16,8/6/2022,turbidity,14.4,NTU,0.25,flame,13:26
456,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1199-16,8/6/2022,afdm,6.3,mg/L,0.25,flame,13:52
457,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1075-01,8/6/2022,nh4n,0.0068,mgL-1,0.25,flame,13:52
458,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1076-01,8/6/2022,nh4n,0.00649,mgL-1,0.25,flame,13:52
459,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1077-01,8/6/2022,nh4n,0.00676,mgL-1,0.25,flame,13:52
460,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1075-01,8/6/2022,no3n,0.00601,mgL-1,0.25,flame,13:52
461,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1076-01,8/6/2022,no3n,0.00847,mgL-1,0.25,flame,13:52
462,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1077-01,8/6/2022,no3n,0.0186,mgL-1,0.25,flame,13:52
463,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1075-01,8/6/2022,srp,0.00781,mgL-1,0.25,flame,13:52
464,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1076-01,8/6/2022,srp,0.0124,mgL-1,0.25,flame,13:52
465,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1077-01,8/6/2022,srp,0.00769,mgL-1,0.25,flame,13:52
466,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,0255-14,8/6/2022,tdn,0.716,mgL-1,0.25,flame,13:52
467,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,0977-14,8/6/2022,tdn,0.749,mgL-1,0.25,flame,13:52
468,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,0990-01,8/6/2022,tdn,0.691,mgL-1,0.25,flame,13:52
469,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,0990-01,8/6/2022,tdn,0.691,mgL-1,0.25,flame,13:52
470,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,0255-14,8/6/2022,tdp,0.021,mgL-1,0.25,flame,13:52
471,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,0977-14,8/6/2022,tdp,0.0206,mgL-1,0.25,flame,13:52
472,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,0977-14,8/6/2022,tdp,0.0238,mgL-1,0.25,flame,13:52
473,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,0990-01,8/6/2022,tdp,0.0211,mgL-1,0.25,flame,13:52
474,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1038-02,8/6/2022,tn,0.754,mgL-1,0.25,flame,13:52
475,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1040-02,8/6/2022,tn,0.79,mgL-1,0.25,flame,13:52
476,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1038-02,8/6/2022,tp,0.0385,mgL-1,0.25,flame,13:52
477,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1040-02,8/6/2022,tp,0.0367,mgL-1,0.25,flame,13:52
478,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1199-16,8/6/2022,tss,-2.3,mg/L,0.25,flame,13:52
479,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1199-16,8/6/2022,turbidity,5.42,NTU,0.25,flame,13:52
480,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1202-16,8/6/2022,afdm,1.3,mg/L,0.25,flame,14:20
481,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1054-01,8/6/2022,nh4n,0.0102,mgL-1,0.25,flame,14:20
482,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1058-01,8/6/2022,nh4n,0.0113,mgL-1,0.25,flame,14:20
483,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1059-01,8/6/2022,nh4n,0.00597,mgL-1,0.25,flame,14:20
484,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1054-01,8/6/2022,no3n,0.0156,mgL-1,0.25,flame,14:20
485,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1058-01,8/6/2022,no3n,0.0073,mgL-1,0.25,flame,14:20
486,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1059-01,8/6/2022,no3n,0.0102,mgL-1,0.25,flame,14:20
487,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1054-01,8/6/2022,srp,0.00863,mgL-1,0.25,flame,14:20
488,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1058-01,8/6/2022,srp,0.00785,mgL-1,0.25,flame,14:20
489,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1059-01,8/6/2022,srp,0.00679,mgL-1,0.25,flame,14:20
490,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,0475-01,8/6/2022,tdn,0.646,mgL-1,0.25,flame,14:20
491,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,0476-01,8/6/2022,tdn,0.658,mgL-1,0.25,flame,14:20
492,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,0989-14,8/6/2022,tdn,0.652,mgL-1,0.25,flame,14:20
493,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,0475-01,8/6/2022,tdp,0.0232,mgL-1,0.25,flame,14:20
494,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,0476-01,8/6/2022,tdp,0.0215,mgL-1,0.25,flame,14:20
495,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,0989-14,8/6/2022,tdp,0.0225,mgL-1,0.25,flame,14:20
496,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1026-02,8/6/2022,tn,0.742,mgL-1,0.25,flame,14:20
497,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1027-02,8/6/2022,tn,0.802,mgL-1,0.25,flame,14:20
498,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1027-02,8/6/2022,tn,0.801,mgL-1,0.25,flame,14:20
499,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1028-02,8/6/2022,tn,0.7,mgL-1,0.25,flame,14:20
500,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1026-02,8/6/2022,tp,0.0306,mgL-1,0.25,flame,14:20
501,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1027-02,8/6/2022,tp,0.0262,mgL-1,0.25,flame,14:20
502,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1027-02,8/6/2022,tp,0.0238,mgL-1,0.25,flame,14:20
503,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1028-02,8/6/2022,tp,0.0224,mgL-1,0.25,flame,14:20
504,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1202-16,8/6/2022,tss,1.3,mg/L,0.25,flame,14:20
505,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1202-16,8/6/2022,turbidity,2.66,NTU,0.25,flame,14:20
506,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1183-16,8/6/2022,afdm,3,mg/L,0.25,flame,15:00
507,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1060-01,8/6/2022,nh4n,0.00987,mgL-1,0.25,flame,15:00
508,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1061-01,8/6/2022,nh4n,0.00593,mgL-1,0.25,flame,15:00
509,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1062-01,8/6/2022,nh4n,0.00985,mgL-1,0.25,flame,15:00
510,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1060-01,8/6/2022,no3n,0.00855,mgL-1,0.25,flame,15:00
511,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1061-01,8/6/2022,no3n,0.00405,mgL-1,0.25,flame,15:00
512,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1062-01,8/6/2022,no3n,-0.00119,mgL-1,0.25,flame,15:00
513,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1060-01,8/6/2022,srp,0.00872,mgL-1,0.25,flame,15:00
514,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1061-01,8/6/2022,srp,0.00746,mgL-1,0.25,flame,15:00
515,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1062-01,8/6/2022,srp,0.00859,mgL-1,0.25,flame,15:00
516,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,0283-14,8/6/2022,tdn,0.743,mgL-1,0.25,flame,15:00
517,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,0981-14,8/6/2022,tdn,0.68,mgL-1,0.25,flame,15:00
518,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,0985-14,8/6/2022,tdn,0.71,mgL-1,0.25,flame,15:00
519,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,0283-14,8/6/2022,tdp,0.0296,mgL-1,0.25,flame,15:00
520,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,0985-14,8/6/2022,tdp,0.0291,mgL-1,0.25,flame,15:00
521,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,0713-04,8/6/2022,tn,0.897,mgL-1,0.25,flame,15:00
522,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,0715-04,8/6/2022,tn,0.84,mgL-1,0.25,flame,15:00
523,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,0713-04,8/6/2022,tp,0.0442,mgL-1,0.25,flame,15:00
524,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,0715-04,8/6/2022,tp,0.036,mgL-1,0.25,flame,15:00
525,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1183-16,8/6/2022,tss,9.3,mg/L,0.25,flame,15:00
526,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1183-16,8/6/2022,turbidity,12.6,NTU,0.25,flame,15:00
527,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,0651-16,7/23/2022,afdm,12.7,mg/L,0.25,flame,10:15
528,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,1410-98,7/23/2022,chl a,83,ugL-1,0.25,flame,10:15
529,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,1411-98,7/23/2022,chl a,29.3,ugL-1,0.25,flame,10:15
530,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,1412-98,7/23/2022,chl a,24.1,ugL-1,0.25,flame,10:15
531,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,0434-01,7/23/2022,tdn,0.52,mgL-1,0.25,flame,10:15
532,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,0440-01,7/23/2022,tdn,0.498,mgL-1,0.25,flame,10:15
533,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,0446-01,7/23/2022,tdn,0.52,mgL-1,0.25,flame,10:15
534,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,0959-14,7/23/2022,tdp,0.0248,mgL-1,0.25,flame,10:15
535,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,0959-14,7/23/2022,tdp,0.0239,mgL-1,0.25,flame,10:15
536,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,0960-14,7/23/2022,tdp,0.0212,mgL-1,0.25,flame,10:15
537,Lake Waco,1,31.59051667,-97.2623,7/23/2022 10:15,0961-14,7/23/2022,tdp,0.0211,mgL-1,0.25,flame,10:15
