,system,site,lat,lon,datetime,bottlecode,datecollect,variable,value,unit,sampledepth_m,variable_system,groupname,timecollect,datatype,matrix
381,Lake Bonham,BON1,33.64784958,-96.16458728,7/14/2022 13:15,0685-13,7/14/2022,tp,0.0654,mgL-1,0.25,tpLake Bonham,flame,13:15,water,water
382,Lake Bonham,BON1,33.64784958,-96.16458728,7/14/2022 13:15,0623-16,7/14/2022,tss,10.3,mg/L,0.25,tssLake Bonham,flame,13:15,water,water
383,Lake Bonham,BON1,33.64784958,-96.16458728,7/14/2022 13:15,0623-16,7/14/2022,turbidity,7.8,NTU,0.25,turbidityLake Bonham,flame,13:15,water,water
384,Lake Bonham,BON2,33.65165,-96.136733,7/14/2022 13:50,0624-16,7/14/2022,afdm,8.57,mg/L,0.25,afdmLake Bonham,flame,13:50,water,water
385,Lake Bonham,BON2,33.65165,-96.136733,7/14/2022 13:50,0687-13,7/14/2022,tn,0.979,mgL-1,0.25,tnLake Bonham,flame,13:50,water,water
386,Lake Bonham,BON2,33.65165,-96.136733,7/14/2022 13:50,0688-13,7/14/2022,tn,1.02,mgL-1,0.25,tnLake Bonham,flame,13:50,water,water
387,Lake Bonham,BON2,33.65165,-96.136733,7/14/2022 13:50,0687-13,7/14/2022,tp,0.054,mgL-1,0.25,tpLake Bonham,flame,13:50,water,water
388,Lake Bonham,BON2,33.65165,-96.136733,7/14/2022 13:50,0688-13,7/14/2022,tp,0.0555,mgL-1,0.25,tpLake Bonham,flame,13:50,water,water
389,Lake Bonham,BON2,33.65165,-96.136733,7/14/2022 13:50,0624-16,7/14/2022,tss,8.86,mg/L,0.25,tssLake Bonham,flame,13:50,water,water
390,Lake Bonham,BON2,33.65165,-96.136733,7/14/2022 13:50,0624-16,7/14/2022,turbidity,7.4,NTU,0.25,turbidityLake Bonham,flame,13:50,water,water
391,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0625-16,7/14/2022,afdm,7.71,mg/L,0.25,afdmLake Bonham,flame,14:30,water,water
392,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0689-13,7/14/2022,tn,1.04,mgL-1,0.25,tnLake Bonham,flame,14:30,water,water
393,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0690-13,7/14/2022,tn,0.979,mgL-1,0.25,tnLake Bonham,flame,14:30,water,water
394,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0690-13,7/14/2022,tn,0.981,mgL-1,0.25,tnLake Bonham,flame,14:30,water,water
395,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0694-13,7/14/2022,tn,0.746,mgL-1,0.25,tnLake Bonham,flame,14:30,water,water
396,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0689-13,7/14/2022,tp,0.0544,mgL-1,0.25,tpLake Bonham,flame,14:30,water,water
397,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0690-13,7/14/2022,tp,0.0484,mgL-1,0.25,tpLake Bonham,flame,14:30,water,water
398,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0694-13,7/14/2022,tp,0.0519,mgL-1,0.25,tpLake Bonham,flame,14:30,water,water
399,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0625-16,7/14/2022,tss,7.71,mg/L,0.25,tssLake Bonham,flame,14:30,water,water
400,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0625-16,7/14/2022,turbidity,6.06,NTU,0.25,turbidityLake Bonham,flame,14:30,water,water
401,Lake Bonham,BON4,33.649117,-96.148267,7/14/2022 14:45,0626-16,7/14/2022,afdm,7.58,mg/L,0.25,afdmLake Bonham,flame,14:45,water,water
402,Lake Bonham,BON4,33.649117,-96.148267,7/14/2022 14:45,0693-13,7/14/2022,tn,0.787,mgL-1,0.25,tnLake Bonham,flame,14:45,water,water
403,Lake Bonham,BON4,33.649117,-96.148267,7/14/2022 14:45,0693-13,7/14/2022,tp,0.0558,mgL-1,0.25,tpLake Bonham,flame,14:45,water,water
404,Lake Bonham,BON4,33.649117,-96.148267,7/14/2022 14:45,0626-16,7/14/2022,tss,7.07,mg/L,0.25,tssLake Bonham,flame,14:45,water,water
405,Lake Bonham,BON4,33.649117,-96.148267,7/14/2022 14:45,0626-16,7/14/2022,turbidity,5.38,NTU,0.25,turbidityLake Bonham,flame,14:45,water,water
406,Red Bluff Reservoir,RB1,31.901717,-103.913717,8/8/2022 10:38,1189-00,8/8/2022,secchi,1,m,0.25,secchiRed Bluff Reservoir,flame,10:38,water,water
407,Red Bluff Reservoir,RB2,32.00235,-103.979733,8/8/2022 11:35,1186-00,8/8/2022,secchi,0.375,m,0.25,secchiRed Bluff Reservoir,flame,11:35,water,water
408,Red Bluff Reservoir,RB3,31.986317,-103.981383,8/8/2022 11:52,1196-00,8/8/2022,secchi,0.4,m,0.25,secchiRed Bluff Reservoir,flame,11:52,water,water
409,Red Bluff Reservoir,RB4,31.969367,-103.947133,8/8/2022 12:12,1187-00,8/8/2022,secchi,0.88,m,0.25,secchiRed Bluff Reservoir,flame,12:12,water,water
410,Red Bluff Reservoir,RB5,31.9463,-103.942183,8/8/2022 12:25,1204-00,8/8/2022,secchi,0.93,m,0.25,secchiRed Bluff Reservoir,flame,12:25,water,water
411,Red Bluff Reservoir,RB6,31.928883,-103.91895,8/8/2022 12:38,1182-00,8/8/2022,secchi,1.13,m,0.25,secchiRed Bluff Reservoir,flame,12:38,water,water
412,Lake Brownwood,BW1,31.83805,-99.097983,8/6/2022 13:26,1197-00,8/6/2022,secchi,1.1315,m,0.25,secchiLake Brownwood,flame,13:26,water,water
413,Lake Brownwood,BW2,31.824617,-99.057317,8/6/2022 13:52,1199-00,8/6/2022,secchi,1.065,m,0.25,secchiLake Brownwood,flame,13:52,water,water
414,Lake Brownwood,BW3,31.8388,-99.004467,8/6/2022 14:20,1188-00,8/6/2022,secchi,1.575,m,0.25,secchiLake Brownwood,flame,14:20,water,water
415,Lake Brownwood,BW4,31.886317,-99.021583,8/6/2022 15:00,1183-00,8/6/2022,secchi,1.49,m,0.25,secchiLake Brownwood,flame,15:00,water,water
416,Lake Bonham,1,33.64784958,-96.16458728,7/15/2022 12:00,0627-00,7/15/2022,secchi,0.6,m,0.25,secchiLake Bonham,flame,12:00,water,water
417,Lake Bonham,2,33.65165,-96.136733,7/15/2022 12:32,0628-00,7/15/2022,secchi,1.4,m,0.25,secchiLake Bonham,flame,12:32,water,water
418,Lake Bonham,3,33.66265,-96.149,7/15/2022 12:44,0629-00,7/15/2022,secchi,1.2,m,0.25,secchiLake Bonham,flame,12:44,water,water
419,Lake Bonham,4,33.656033,-96.157833,7/15/2022 12:58,0630-00,7/15/2022,secchi,1.25,m,0.25,secchiLake Bonham,flame,12:58,water,water
420,Lake Bonham,5,33.653917,-96.161033,7/15/2022 13:10,0631-00,7/15/2022,secchi,1.2,m,0.25,secchiLake Bonham,flame,13:10,water,water
421,Lake Bonham,6,33.649117,-96.148267,7/15/2022 13:25,0632-00,7/15/2022,secchi,1.1,m,0.25,secchiLake Bonham,flame,13:25,water,water
422,Lake Bonham,BON1,33.64784958,-96.16458728,7/14/2022 13:15,0623-00,7/14/2022,secchi,0.7,m,0.25,secchiLake Bonham,flame,13:15,water,water
423,Lake Bonham,BON2,33.65165,-96.136733,7/14/2022 13:50,0624-00,7/14/2022,secchi,1.1,m,0.25,secchiLake Bonham,flame,13:50,water,water
424,Lake Bonham,BON3,33.656033,-96.157833,7/14/2022 14:30,0625-00,7/14/2022,secchi,1.3,m,0.25,secchiLake Bonham,flame,14:30,water,water
425,Lake Bonham,BON4,33.649117,-96.148267,7/14/2022 14:45,0626-00,7/14/2022,secchi,1.2,m,0.25,secchiLake Bonham,flame,14:45,water,water
426,Lake Arrowhead,AH1,33.74623,-98.3876,8/12/2022 9:48,1190-00,8/12/2022,secchi,0.47,m,0.25,secchiLake Arrowhead,flame,9:48,water,water
427,Lake Arrowhead,AH2,33.68267,-98.4266,8/12/2022 10:17,1191-00,8/12/2022,secchi,0.135,m,0.25,secchiLake Arrowhead,flame,10:17,water,water
428,Lake Arrowhead,AH3,33.76283,-98.3658,8/12/2022 11:08,1188-00,8/12/2022,secchi,0.65,m,0.25,secchiLake Arrowhead,flame,11:08,water,water
429,Lake Arrowhead,AH4,33.70428,-98.3622,8/12/2022 11:41,1194-00,8/12/2022,secchi,0.3,m,0.25,secchiLake Arrowhead,flame,11:41,water,water
430,Lake Arrowhead,AH5,33.67108,-98.3864,8/12/2022 12:05,1193-00,8/12/2022,secchi,0.235,m,0.25,secchiLake Arrowhead,flame,10:15,water,water
