label,lat,lon,system,speed,datetime_utc,date_time_c,fdom,wtemp,chl_rfu,chl_ugl,turb,B2,B3,B4,B5,SCL,ndti,ndci,flag,flagneighbor,dwl
6563,31.54135,-99.68182,ivie,24.4,2022-08-07T17:41:10Z,2022-08-07T12:41:10Z,7.91,29.71,0.02,5.45,3.64,362,434,232,217,6,-0.3033033033033033,-0.0334075723830735,0,0,507
6563,31.85946,-99.01379,brownwood,10.3,2022-08-06T19:44:40Z,2022-08-06T14:44:40Z,8.27,30.21,1.52,10.67,8.03,674,725,485,450,6,-0.1983471074380165,-0.0374331550802139,0,0,502
6563,31.94603,-103.9395,redbluff,20.3,2022-08-08T17:34:01Z,2022-08-08T12:34:01Z,7.81,29.32,0.44,6.89,5.56,433.5,561.5,426.5,441.5,6,-0.13663967611336034,0.01728110599078341,0,0,549
6564,31.54141,-99.68171,ivie,24.4,2022-08-07T17:41:11Z,2022-08-07T12:41:11Z,7.9,29.71,0.01,5.42,3.64,361,441,239,227,6,-0.29705882352941176,-0.02575107296137339,0,0,509
6564,31.85951,-99.0138,brownwood,10.9,2022-08-06T19:44:41Z,2022-08-06T14:44:41Z,8.28,30.21,1.53,10.7,8.03,674,725,485,450,6,-0.1983471074380165,-0.0374331550802139,0,0,502
6564,31.94602,-103.9394,redbluff,19.1,2022-08-08T17:34:02Z,2022-08-08T12:34:02Z,7.82,29.32,0.46,6.98,5.57,448.5,581,434.5,448,6,-0.14426390940423436,0.01529745042492918,0,0,547
6565,31.54147,-99.68159,ivie,24.3,2022-08-07T17:41:12Z,2022-08-07T12:41:12Z,7.92,29.7,0.02,5.44,3.59,361,441,239,227,6,-0.29705882352941176,-0.02575107296137339,0,0,509
6565,31.85956,-99.01382,brownwood,11.4,2022-08-06T19:44:42Z,2022-08-06T14:44:42Z,8.28,30.21,1.51,10.63,8.06,674,725,485,450,6,-0.1983471074380165,-0.0374331550802139,0,0,502
6565,31.94601,-103.9393,redbluff,18.1,2022-08-08T17:34:03Z,2022-08-08T12:34:03Z,7.83,29.32,0.47,7,5.56,448.5,581,434.5,448,6,-0.14426390940423436,0.01529745042492918,0,0,547
6566,31.54153,-99.68149,ivie,24.3,2022-08-07T17:41:13Z,2022-08-07T12:41:13Z,7.94,29.7,0.03,5.47,3.62,361,441,239,227,6,-0.29705882352941176,-0.02575107296137339,0,0,509
6566,31.85961,-99.01383,brownwood,11.9,2022-08-06T19:44:43Z,2022-08-06T14:44:43Z,8.28,30.21,1.49,10.58,8.02,674,725,485,450,6,-0.1983471074380165,-0.0374331550802139,0,0,502
6566,31.94601,-103.9392,redbluff,17.5,2022-08-08T17:34:04Z,2022-08-08T12:34:04Z,7.83,29.32,0.49,7.09,5.6,444.5,570.5,435.5,450.5,6,-0.1341948310139165,0.01693002257336343,0,0,549
6567,31.5416,-99.68138,ivie,24.3,2022-08-07T17:41:14Z,2022-08-07T12:41:14Z,7.96,29.7,0.03,5.48,3.64,391,450,249,239,6,-0.2875536480686695,-0.02049180327868852,0,0,504
6567,31.85967,-99.01385,brownwood,12.4,2022-08-06T19:44:44Z,2022-08-06T14:44:44Z,8.28,30.21,1.48,10.52,7.98,561,693,467,429,6,-0.19482758620689655,-0.04241071428571429,0,0,526
6567,31.94601,-103.9391,redbluff,17.1,2022-08-08T17:34:05Z,2022-08-08T12:34:05Z,7.83,29.32,0.51,7.15,5.63,444.5,570.5,435.5,450.5,6,-0.1341948310139165,0.01693002257336343,0,0,549
6568,31.54166,-99.68127,ivie,24.2,2022-08-07T17:41:15Z,2022-08-07T12:41:15Z,7.97,29.69,0.02,5.45,3.66,387,460,260,251,6,-0.2777777777777778,-0.01761252446183953,0,0,508
6568,31.85973,-99.01386,brownwood,12.9,2022-08-06T19:44:45Z,2022-08-06T14:44:45Z,8.29,30.22,1.48,10.55,7.99,561,693,467,429,6,-0.19482758620689655,-0.04241071428571429,0,0,526
6568,31.94601,-103.939,redbluff,16.7,2022-08-08T17:34:06Z,2022-08-08T12:34:06Z,7.82,29.32,0.52,7.17,5.64,444.5,570.5,435.5,450.5,6,-0.1341948310139165,0.01693002257336343,0,0,549
6569,31.54172,-99.68116,ivie,24.2,2022-08-07T17:41:16Z,2022-08-07T12:41:16Z,7.98,29.69,0.03,5.47,3.64,391,462,264,247,6,-0.2727272727272727,-0.03326810176125244,0,0,507
6569,31.85979,-99.01388,brownwood,13.4,2022-08-06T19:44:46Z,2022-08-06T14:44:46Z,8.29,30.22,1.47,10.51,7.99,561,693,467,429,6,-0.19482758620689655,-0.04241071428571429,0,0,526
6569,31.946,-103.9389,redbluff,16.4,2022-08-08T17:34:07Z,2022-08-08T12:34:07Z,7.82,29.32,0.57,7.36,5.61,434,560,438,450.5,6,-0.12224448897795592,0.0140686550365785,0,0,552
6570,31.54179,-99.68105,ivie,24.2,2022-08-07T17:41:17Z,2022-08-07T12:41:17Z,7.98,29.68,0.03,5.48,3.66,391,462,264,247,6,-0.2727272727272727,-0.03326810176125244,0,0,507
6570,31.85985,-99.0139,brownwood,14,2022-08-06T19:44:47Z,2022-08-06T14:44:47Z,8.29,30.22,1.48,10.55,8,561,693,467,429,6,-0.19482758620689655,-0.04241071428571429,0,0,526
6570,31.946,-103.9388,redbluff,16.2,2022-08-08T17:34:08Z,2022-08-08T12:34:08Z,7.81,29.32,0.35,6.6,5.62,434,560,438,450.5,6,-0.12224448897795592,0.0140686550365785,0,0,552
6571,31.54186,-99.68095,ivie,24.3,2022-08-07T17:41:18Z,2022-08-07T12:41:18Z,7.99,29.68,0.03,5.48,3.64,391,462,264,247,6,-0.2727272727272727,-0.03326810176125244,0,0,507
6571,31.85992,-99.01392,brownwood,14.5,2022-08-06T19:44:48Z,2022-08-06T14:44:48Z,8.29,30.22,1.49,10.56,7.96,556,707,469,468,6,-0.2023809523809524,-0.00106723585912486,0,0,530
6571,31.946,-103.9387,redbluff,15.9,2022-08-08T17:34:09Z,2022-08-08T12:34:09Z,7.79,29.32,0.82,8.22,5.65,434,560,438,450.5,6,-0.12224448897795592,0.0140686550365785,0,0,552
6572,31.54193,-99.68085,ivie,24.3,2022-08-07T17:41:19Z,2022-08-07T12:41:19Z,7.98,29.67,0.02,5.45,3.66,394,450,264,238,6,-0.2605042016806723,-0.05179282868525897,0,0,505
6572,31.85999,-99.01393,brownwood,15,2022-08-06T19:44:49Z,2022-08-06T14:44:49Z,8.3,30.23,1.51,10.64,7.93,571,738,504,490,6,-0.18840579710144928,-0.01408450704225352,0,0,537
6572,31.946,-103.9386,redbluff,15.6,2022-08-08T17:34:10Z,2022-08-08T12:34:10Z,7.78,29.32,0.93,8.63,5.67,446,587.5,440,439.5,6,-0.1435523114355231,-5.685048322910744e-4,0,0,549
6573,31.542,-99.68074,ivie,24.3,2022-08-07T17:41:20Z,2022-08-07T12:41:20Z,7.98,29.67,0.04,5.52,3.67,394,450,264,238,6,-0.2605042016806723,-0.05179282868525897,0,0,505
6573,31.86005,-99.01395,brownwood,15.6,2022-08-06T19:44:50Z,2022-08-06T14:44:50Z,8.3,30.23,1.55,10.78,7.95,571,738,504,490,6,-0.18840579710144928,-0.01408450704225352,0,0,537
6573,31.946,-103.9385,redbluff,15.4,2022-08-08T17:34:11Z,2022-08-08T12:34:11Z,7.77,29.32,0.73,7.93,5.68,446,587.5,440,439.5,6,-0.1435523114355231,-5.685048322910744e-4,0,0,549
6574,31.54207,-99.68063,ivie,24.4,2022-08-07T17:41:21Z,2022-08-07T12:41:21Z,7.97,29.67,0.07,5.61,3.71,415,476,277,256,6,-0.2642762284196547,-0.03939962476547842,0,0,505
6574,31.86013,-99.01396,brownwood,16.2,2022-08-06T19:44:51Z,2022-08-06T14:44:51Z,8.3,30.23,1.56,10.81,7.96,571,738,504,490,6,-0.18840579710144928,-0.01408450704225352,0,0,537
6574,31.94601,-103.9385,redbluff,15.2,2022-08-08T17:34:12Z,2022-08-08T12:34:12Z,7.76,29.32,0.6,7.48,5.69,446,587.5,440,439.5,6,-0.1435523114355231,-5.685048322910744e-4,0,0,549
6575,31.54214,-99.68053,ivie,24.4,2022-08-07T17:41:22Z,2022-08-07T12:41:22Z,7.97,29.66,0.08,5.64,3.68,415,476,277,256,6,-0.2642762284196547,-0.03939962476547842,0,0,505
6575,31.8602,-99.01398,brownwood,16.8,2022-08-06T19:44:52Z,2022-08-06T14:44:52Z,8.3,30.23,1.57,10.85,7.95,602,760,518,503,6,-0.189358372456964,-0.01469147894221351,0,0,532
6575,31.94601,-103.9384,redbluff,15.2,2022-08-08T17:34:13Z,2022-08-08T12:34:13Z,7.75,29.32,0.56,7.33,5.73,386.5,517,376,390,6,-0.15789473684210523,0.01827676240208877,0,0,548
6576,31.54221,-99.68044,ivie,24.4,2022-08-07T17:41:23Z,2022-08-07T12:41:23Z,7.97,29.66,0.08,5.66,3.65,402,474,273,255,6,-0.26907630522088355,-0.03409090909090909,0,0,508
6576,31.86028,-99.01398,brownwood,17.3,2022-08-06T19:44:53Z,2022-08-06T14:44:53Z,8.31,30.24,1.6,10.95,7.92,602,760,518,503,6,-0.189358372456964,-0.01469147894221351,0,0,532
6576,31.94601,-103.9383,redbluff,15.3,2022-08-08T17:34:14Z,2022-08-08T12:34:14Z,7.75,29.31,0.54,7.24,5.74,386.5,517,376,390,6,-0.15789473684210523,0.01827676240208877,0,0,548
6577,31.54229,-99.68033,ivie,24.4,2022-08-07T17:41:24Z,2022-08-07T12:41:24Z,7.98,29.65,0.09,5.67,3.64,392,457,266,244,6,-0.2641770401106501,-0.04313725490196078,0,0,507
6577,31.86037,-99.01399,brownwood,17.8,2022-08-06T19:44:54Z,2022-08-06T14:44:54Z,8.31,30.24,1.64,11.09,7.92,602,760,518,503,6,-0.189358372456964,-0.01469147894221351,0,0,532
6577,31.94601,-103.9382,redbluff,15.6,2022-08-08T17:34:15Z,2022-08-08T12:34:15Z,7.75,29.31,0.52,7.19,5.75,386.5,517,376,390,6,-0.15789473684210523,0.01827676240208877,0,0,548
6578,31.54236,-99.68023,ivie,24.4,2022-08-07T17:41:25Z,2022-08-07T12:41:25Z,7.98,29.65,0.07,5.62,3.66,392,457,266,244,6,-0.2641770401106501,-0.04313725490196078,0,0,507
6578,31.86045,-99.014,brownwood,18.3,2022-08-06T19:44:55Z,2022-08-06T14:44:55Z,8.31,30.24,1.67,11.2,7.9,602,760,518,503,6,-0.189358372456964,-0.01469147894221351,0,0,532
6578,31.94602,-103.9381,redbluff,16,2022-08-08T17:34:16Z,2022-08-08T12:34:16Z,7.75,29.31,0.52,7.18,5.76,424,552,413,409,6,-0.14404145077720207,-0.0048661800486618,0,0,548
6579,31.54243,-99.68013,ivie,24.4,2022-08-07T17:41:26Z,2022-08-07T12:41:26Z,7.98,29.65,0.08,5.64,3.7,392,457,266,244,6,-0.2641770401106501,-0.04313725490196078,0,0,507
6579,31.86054,-99.014,brownwood,18.8,2022-08-06T19:44:56Z,2022-08-06T14:44:56Z,8.31,30.25,1.73,11.42,7.88,616,770,519,500,6,-0.1947245927075252,-0.01864573110893032,0,0,529
6579,31.94603,-103.938,redbluff,16.6,2022-08-08T17:34:17Z,2022-08-08T12:34:17Z,7.76,29.31,0.51,7.16,5.74,424,552,413,409,6,-0.14404145077720207,-0.0048661800486618,0,0,548
6580,31.5425,-99.68003,ivie,24.4,2022-08-07T17:41:27Z,2022-08-07T12:41:27Z,7.98,29.64,0.08,5.66,3.7,384,438,247,236,6,-0.27883211678832115,-0.0227743271221532,0,0,504
6580,31.86062,-99.01401,brownwood,19.2,2022-08-06T19:44:57Z,2022-08-06T14:44:57Z,8.31,30.25,1.75,11.48,7.86,616,770,519,500,6,-0.1947245927075252,-0.01864573110893032,0,0,529
6580,31.94603,-103.9379,redbluff,17.2,2022-08-08T17:34:18Z,2022-08-08T12:34:18Z,7.77,29.31,0.52,7.2,5.72,424,552,413,409,6,-0.14404145077720207,-0.0048661800486618,0,0,548
6581,31.54258,-99.67993,ivie,24.3,2022-08-07T17:41:28Z,2022-08-07T12:41:28Z,7.98,29.64,0.08,5.65,3.71,384,438,247,236,6,-0.27883211678832115,-0.0227743271221532,0,0,504
6581,31.86072,-99.01401,brownwood,19.6,2022-08-06T19:44:58Z,2022-08-06T14:44:58Z,8.3,30.25,1.76,11.49,7.9,616,770,519,500,6,-0.1947245927075252,-0.01864573110893032,0,0,529
6581,31.94604,-103.9379,redbluff,18,2022-08-08T17:34:19Z,2022-08-08T12:34:19Z,7.77,29.3,0.52,7.19,5.72,424,552,413,409,6,-0.14404145077720207,-0.0048661800486618,0,0,548
6582,31.54265,-99.67983,ivie,24.3,2022-08-07T17:41:29Z,2022-08-07T12:41:29Z,7.99,29.63,0.08,5.65,3.67,396,443,262,236,6,-0.25673758865248225,-0.05220883534136546,0,0,503
6582,31.86081,-99.014,brownwood,19.9,2022-08-06T19:44:59Z,2022-08-06T14:44:59Z,8.31,30.25,1.76,11.51,7.91,618,760,516,502,6,-0.19122257053291536,-0.0137524557956778,0,0,526
6582,31.94604,-103.9378,redbluff,18.9,2022-08-08T17:34:20Z,2022-08-08T12:34:20Z,7.78,29.3,0.54,7.25,5.71,483.5,616.5,472,479.5,6,-0.13275149288011023,0.00788229111928533,0,0,548
6583,31.54273,-99.67973,ivie,24.3,2022-08-07T17:41:30Z,2022-08-07T12:41:30Z,7.99,29.62,0.1,5.71,3.63,364,433,247,224,6,-0.2735294117647059,-0.04883227176220807,0,0,508
6583,31.8609,-99.014,brownwood,20.2,2022-08-06T19:45:00Z,2022-08-06T14:45:00Z,8.31,30.26,1.77,11.55,7.87,618,760,516,502,6,-0.19122257053291536,-0.0137524557956778,0,0,526
6583,31.94605,-103.9376,redbluff,19.8,2022-08-08T17:34:21Z,2022-08-08T12:34:21Z,7.79,29.3,0.53,7.22,5.71,483.5,616.5,472,479.5,6,-0.13275149288011023,0.00788229111928533,0,0,548
6584,31.5428,-99.67963,ivie,24.3,2022-08-07T17:41:31Z,2022-08-07T12:41:31Z,8,29.62,0.11,5.75,3.63,364,433,247,224,6,-0.2735294117647059,-0.04883227176220807,0,0,508
6584,31.861,-99.014,brownwood,20.4,2022-08-06T19:45:01Z,2022-08-06T14:45:01Z,8.31,30.26,1.77,11.55,7.86,612,765,532,528,6,-0.17964533538936006,-0.00377358490566037,0,0,533
6584,31.94606,-103.9375,redbluff,20.8,2022-08-08T17:34:22Z,2022-08-08T12:34:22Z,7.79,29.3,0.53,7.22,5.74,487,598.5,454.5,472,6,-0.13675213675213677,0.01888828926065839,0,0,543
6585,31.54288,-99.67953,ivie,24.3,2022-08-07T17:41:32Z,2022-08-07T12:41:32Z,8.01,29.61,0.11,5.74,3.66,378,431,240,217,6,-0.2846497764530551,-0.05032822757111598,0,0,504
6585,31.86109,-99.01399,brownwood,20.6,2022-08-06T19:45:02Z,2022-08-06T14:45:02Z,8.31,30.27,1.75,11.49,7.88,612,765,532,528,6,-0.17964533538936006,-0.00377358490566037,0,0,533
6585,31.94607,-103.9374,redbluff,21.9,2022-08-08T17:34:23Z,2022-08-08T12:34:23Z,7.79,29.29,0.55,7.27,5.74,487,598.5,454.5,472,6,-0.13675213675213677,0.01888828926065839,0,0,543
6586,31.54295,-99.67944,ivie,24.4,2022-08-07T17:41:33Z,2022-08-07T12:41:33Z,8.01,29.6,0.12,5.77,3.71,378,431,240,217,6,-0.2846497764530551,-0.05032822757111598,0,0,504
6586,31.86119,-99.01398,brownwood,20.8,2022-08-06T19:45:03Z,2022-08-06T14:45:03Z,8.3,30.27,1.75,11.46,7.88,612,765,532,528,6,-0.17964533538936006,-0.00377358490566037,0,0,533
6586,31.94608,-103.9373,redbluff,22.6,2022-08-08T17:34:24Z,2022-08-08T12:34:24Z,7.8,29.29,0.55,7.28,5.73,423.5,540,409,428.5,6,-0.1380400421496312,0.02328358208955223,0,0,547
6587,31.54303,-99.67934,ivie,24.4,2022-08-07T17:41:34Z,2022-08-07T12:41:34Z,8.01,29.6,0.13,5.82,3.75,376,431,238,238,6,-0.2884902840059791,0,0,0,504
6587,31.86128,-99.01398,brownwood,21,2022-08-06T19:45:04Z,2022-08-06T14:45:04Z,8.29,30.27,1.72,11.36,7.89,635,800,561,538,6,-0.17560617193240263,-0.02092811646951774,0,0,536
6587,31.94608,-103.9372,redbluff,22.3,2022-08-08T17:34:25Z,2022-08-08T12:34:25Z,7.81,29.29,0.55,7.29,5.75,423.5,540,409,428.5,6,-0.1380400421496312,0.02328358208955223,0,0,547
6588,31.5431,-99.67924,ivie,24.4,2022-08-07T17:41:35Z,2022-08-07T12:41:35Z,8,29.59,0.14,5.86,3.72,382,444,247,227,6,-0.28509406657018815,-0.04219409282700422,0,0,505
6588,31.86138,-99.01398,brownwood,21.1,2022-08-06T19:45:05Z,2022-08-06T14:45:05Z,8.29,30.28,1.71,11.33,7.87,635,800,561,538,6,-0.17560617193240263,-0.02092811646951774,0,0,536
6588,31.94609,-103.937,redbluff,22.1,2022-08-08T17:34:26Z,2022-08-08T12:34:26Z,7.8,29.29,0.57,7.34,5.72,441.5,568.5,438,452.5,6,-0.12965722801788376,0.01628298708590679,0,0,550
6589,31.54318,-99.67914,ivie,24.4,2022-08-07T17:41:36Z,2022-08-07T12:41:36Z,8,29.59,0.16,5.94,3.72,382,444,247,227,6,-0.28509406657018815,-0.04219409282700422,0,0,505
6589,31.86148,-99.01398,brownwood,21.2,2022-08-06T19:45:06Z,2022-08-06T14:45:06Z,8.28,30.28,1.7,11.32,7.85,635,800,561,538,6,-0.17560617193240263,-0.02092811646951774,0,0,536
6589,31.9461,-103.9369,redbluff,21.9,2022-08-08T17:34:27Z,2022-08-08T12:34:27Z,7.79,29.29,0.56,7.31,5.68,441.5,568.5,438,452.5,6,-0.12965722801788376,0.01628298708590679,0,0,550
6590,31.54325,-99.67904,ivie,24.4,2022-08-07T17:41:37Z,2022-08-07T12:41:37Z,8.01,29.58,0.18,6,3.76,357,422,231,219,6,-0.29249617151607965,-0.02666666666666667,0,0,506
6590,31.86158,-99.01398,brownwood,21.3,2022-08-06T19:45:07Z,2022-08-06T14:45:07Z,8.28,30.29,1.66,11.17,7.85,665,839,610,616,6,-0.158040027605245,0.00489396411092985,0,0,541
6590,31.94611,-103.9368,redbluff,21.7,2022-08-08T17:34:28Z,2022-08-08T12:34:28Z,7.78,29.28,0.55,7.29,5.66,441.5,568.5,438,452.5,6,-0.12965722801788376,0.01628298708590679,0,0,550
6591,31.54332,-99.67893,ivie,24.4,2022-08-07T17:41:38Z,2022-08-07T12:41:38Z,8.01,29.58,0.19,6.03,3.83,346,415,219,215,6,-0.30914826498422715,-0.00921658986175115,0,0,507
6591,31.86168,-99.01398,brownwood,21.5,2022-08-06T19:45:08Z,2022-08-06T14:45:08Z,8.28,30.29,1.64,11.08,7.85,665,839,610,616,6,-0.158040027605245,0.00489396411092985,0,0,541
6591,31.94612,-103.9367,redbluff,21.6,2022-08-08T17:34:29Z,2022-08-08T12:34:29Z,7.78,29.28,0.53,7.21,5.63,459.5,590,455.5,445,6,-0.12864658058345288,-0.01166018878400888,0,0,550
6592,31.54339,-99.67883,ivie,24.4,2022-08-07T17:41:39Z,2022-08-07T12:41:39Z,8.01,29.57,0.22,6.14,3.87,346,415,219,215,6,-0.30914826498422715,-0.00921658986175115,0,0,507
6592,31.86178,-99.01398,brownwood,21.6,2022-08-06T19:45:09Z,2022-08-06T14:45:09Z,8.28,30.29,1.6,10.95,7.85,665,839,610,616,6,-0.158040027605245,0.00489396411092985,0,0,541
6592,31.94613,-103.9366,redbluff,21.7,2022-08-08T17:34:30Z,2022-08-08T12:34:30Z,7.78,29.28,0.52,7.2,5.63,459.5,590,455.5,445,6,-0.12864658058345288,-0.01166018878400888,0,0,550
6593,31.54346,-99.67873,ivie,24.4,2022-08-07T17:41:40Z,2022-08-07T12:41:40Z,8.02,29.57,0.24,6.21,3.87,361,422,227,203,6,-0.300462249614792,-0.05581395348837209,0,0,505
6593,31.86188,-99.01398,brownwood,21.6,2022-08-06T19:45:10Z,2022-08-06T14:45:10Z,8.28,30.3,1.58,10.89,7.83,671,831,594,601,6,-0.16631578947368422,0.00585774058577405,0,0,535
6593,31.94613,-103.9365,redbluff,22.2,2022-08-08T17:34:31Z,2022-08-08T12:34:31Z,7.78,29.28,0.5,7.11,5.62,330.5,491,351,363.5,6,-0.166270783847981,0.01749475157452764,0,0,553
6594,31.54353,-99.67863,ivie,24.4,2022-08-07T17:41:41Z,2022-08-07T12:41:41Z,8.02,29.56,0.25,6.25,3.91,361,422,227,203,6,-0.300462249614792,-0.05581395348837209,0,0,505
6594,31.86198,-99.01398,brownwood,21.6,2022-08-06T19:45:11Z,2022-08-06T14:45:11Z,8.28,30.3,1.55,10.78,7.8,671,831,594,601,6,-0.16631578947368422,0.00585774058577405,0,0,535
6594,31.94614,-103.9363,redbluff,22.5,2022-08-08T17:34:32Z,2022-08-08T12:34:32Z,7.77,29.28,0.49,7.07,5.6,330.5,491,351,363.5,6,-0.166270783847981,0.01749475157452764,0,0,553
6595,31.5436,-99.67852,ivie,24.4,2022-08-07T17:41:42Z,2022-08-07T12:41:42Z,8.02,29.56,0.53,7.22,3.91,355,416,220,193,6,-0.3081761006289308,-0.06537530266343826,0,0,505
6595,31.86208,-99.01399,brownwood,21.8,2022-08-06T19:45:12Z,2022-08-06T14:45:12Z,8.28,30.31,1.51,10.62,7.79,657,805,580,553,6,-0.1624548736462094,-0.02383053839364519,0,0,534
6595,31.94614,-103.9362,redbluff,22.8,2022-08-08T17:34:33Z,2022-08-08T12:34:33Z,7.78,29.28,0.49,7.08,5.57,454,586.5,437,428.5,6,-0.14606741573033707,-0.00982091276718659,0,0,547
6596,31.54367,-99.67841,ivie,24.4,2022-08-07T17:41:43Z,2022-08-07T12:41:43Z,8.02,29.55,0.45,6.94,3.94,341,407,222,201,6,-0.29411764705882354,-0.04964539007092199,0,0,507
6596,31.86218,-99.014,brownwood,21.8,2022-08-06T19:45:13Z,2022-08-06T14:45:13Z,8.28,30.31,1.51,10.64,7.76,657,805,580,553,6,-0.1624548736462094,-0.02383053839364519,0,0,534
6596,31.94615,-103.9361,redbluff,23.1,2022-08-08T17:34:34Z,2022-08-08T12:34:34Z,7.78,29.28,0.47,7.01,5.54,454,586.5,437,428.5,6,-0.14606741573033707,-0.00982091276718659,0,0,547
6597,31.54374,-99.67831,ivie,24.4,2022-08-07T17:41:44Z,2022-08-07T12:41:44Z,8.02,29.55,0.61,7.51,3.96,341,407,222,201,6,-0.29411764705882354,-0.04964539007092199,0,0,507
6597,31.86229,-99.01402,brownwood,21.9,2022-08-06T19:45:14Z,2022-08-06T14:45:14Z,8.28,30.31,1.52,10.66,7.75,657,805,580,553,6,-0.1624548736462094,-0.02383053839364519,0,0,534
6597,31.94616,-103.936,redbluff,23.3,2022-08-08T17:34:35Z,2022-08-08T12:34:35Z,7.77,29.28,0.47,7,5.52,476.5,574,439.5,433,6,-0.1327084361124815,-0.00744985673352435,0,0,540
6598,31.5438,-99.6782,ivie,23.7,2022-08-07T17:41:45Z,2022-08-07T12:41:45Z,8.02,29.54,0.42,6.82,3.99,343,397,225,206,6,-0.2765273311897106,-0.04408352668213457,0,0,505
6598,31.86239,-99.01403,brownwood,21.9,2022-08-06T19:45:15Z,2022-08-06T14:45:15Z,8.29,30.32,1.53,10.7,7.8,609,774,550,535,6,-0.1691842900302115,-0.01382488479262672,0,0,539
6598,31.94616,-103.9358,redbluff,23.6,2022-08-08T17:34:36Z,2022-08-08T12:34:36Z,7.77,29.28,0.45,6.95,5.5,481.5,591,467.5,471,6,-0.11667453944260746,0.00372935535428875,0,0,548
6599,31.54386,-99.6781,ivie,21.9,2022-08-07T17:41:46Z,2022-08-07T12:41:46Z,8.01,29.53,0.44,6.91,4.01,357,422,235,205,6,-0.2846270928462709,-0.06818181818181818,0,0,507
6599,31.86249,-99.01405,brownwood,21.9,2022-08-06T19:45:16Z,2022-08-06T14:45:16Z,8.3,30.32,1.5,10.6,7.81,609,774,550,535,6,-0.1691842900302115,-0.01382488479262672,0,0,539
6599,31.94617,-103.9357,redbluff,23.9,2022-08-08T17:34:37Z,2022-08-08T12:34:37Z,7.77,29.28,0.43,6.86,5.48,450.5,569,440,425.5,6,-0.1278493557978196,-0.01675332177931831,0,0,549
6600,31.54392,-99.67801,ivie,19.4,2022-08-07T17:41:47Z,2022-08-07T12:41:47Z,8,29.53,0.55,7.28,3.98,357,422,235,205,6,-0.2846270928462709,-0.06818181818181818,0,0,507
6600,31.86259,-99.01408,brownwood,22,2022-08-06T19:45:17Z,2022-08-06T14:45:17Z,8.3,30.32,1.49,10.55,7.8,609,774,550,535,6,-0.1691842900302115,-0.01382488479262672,0,0,539
6600,31.94617,-103.9356,redbluff,24.2,2022-08-08T17:34:38Z,2022-08-08T12:34:38Z,7.77,29.28,0.43,6.88,5.47,450.5,569,440,425.5,6,-0.1278493557978196,-0.01675332177931831,0,0,549
6601,31.54396,-99.67793,ivie,16.9,2022-08-07T17:41:48Z,2022-08-07T12:41:48Z,7.99,29.52,0.63,7.58,4.02,331,394,239,230,6,-0.24486571879936808,-0.01918976545842217,0,0,511
6601,31.86269,-99.0141,brownwood,22,2022-08-06T19:45:18Z,2022-08-06T14:45:18Z,8.32,30.33,1.5,10.62,7.8,613,778,545,534,6,-0.17611489040060468,-0.01019462465245597,0,0,537
6601,31.94617,-103.9354,redbluff,24.6,2022-08-08T17:34:39Z,2022-08-08T12:34:39Z,7.78,29.28,0.43,6.85,5.48,442.5,554.5,414.5,434,6,-0.14447884416924664,0.02298173246906305,0,0,543
6602,31.544,-99.67786,ivie,14.2,2022-08-07T17:41:49Z,2022-08-07T12:41:49Z,8,29.51,0.67,7.72,4.04,331,394,239,230,6,-0.24486571879936808,-0.01918976545842217,0,0,511
6602,31.86279,-99.01412,brownwood,21.8,2022-08-06T19:45:19Z,2022-08-06T14:45:19Z,8.32,30.33,1.5,10.62,7.79,613,778,545,534,6,-0.17611489040060468,-0.01019462465245597,0,0,537
6602,31.94617,-103.9353,redbluff,25,2022-08-08T17:34:40Z,2022-08-08T12:34:40Z,7.79,29.28,0.41,6.79,5.44,442.5,554.5,414.5,434,6,-0.14447884416924664,0.02298173246906305,0,0,543
6603,31.54403,-99.6778,ivie,11.6,2022-08-07T17:41:50Z,2022-08-07T12:41:50Z,8,29.51,0.7,7.79,4.05,331,394,239,230,6,-0.24486571879936808,-0.01918976545842217,0,0,511
6603,31.86289,-99.01416,brownwood,22,2022-08-06T19:45:20Z,2022-08-06T14:45:20Z,8.31,30.33,1.53,10.7,7.84,621,780,544,536,6,-0.1782477341389728,-0.0074074074074074,0,0,534
6603,31.94617,-103.9352,redbluff,25.4,2022-08-08T17:34:41Z,2022-08-08T12:34:41Z,7.8,29.28,0.41,6.79,5.47,442.5,554.5,414.5,434,6,-0.14447884416924664,0.02298173246906305,0,0,543
6604,31.54406,-99.67776,ivie,9.3,2022-08-07T17:41:51Z,2022-08-07T12:41:51Z,8,29.5,0.73,7.92,4.1,331,394,239,230,6,-0.24486571879936808,-0.01918976545842217,0,0,511
6604,31.86299,-99.01419,brownwood,22.1,2022-08-06T19:45:21Z,2022-08-06T14:45:21Z,8.31,30.33,1.51,10.65,7.87,621,780,544,536,6,-0.1782477341389728,-0.0074074074074074,0,0,534
6604,31.94617,-103.935,redbluff,25.8,2022-08-08T17:34:42Z,2022-08-08T12:34:42Z,7.81,29.28,0.4,6.78,5.44,445,558,431,439.5,6,-0.12841253791708795,0.00976450315910396,0,0,548
6605,31.54408,-99.67772,ivie,8.6,2022-08-07T17:41:52Z,2022-08-07T12:41:52Z,8,29.49,0.74,7.94,4.07,368,401,243,212,6,-0.2453416149068323,-0.06813186813186813,0,0,501
